accession	description
"SRR14822104"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_B7_P3"
"SRR14822105"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_B8_P3"
"SRR14822108"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_C11_P3"
"SRR14822110"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_C1_P3"
"SRR14822112"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_C3_P3"
"SRR14822118"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_C8_P3"
"SRR14822120"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_D10_P3"
"SRR14822121"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_D11_P3"
"SRR14822123"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_D1_P3"
"SRR14822125"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_D3_P3"
"SRR14822127"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_D5_P3"
"SRR14822129"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_D7_P3"
"SRR14822131"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_D9_P3"
"SRR14822133"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_E11_P3"
"SRR14822135"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_E1_P3"
"SRR14822136"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_E2_P3"
"SRR14822138"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_E4_P3"
"SRR14822139"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_E5_P3"
"SRR14822141"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_E7_P3"
"SRR14822143"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_E9_P3"
"SRR14822145"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_F12_P3"
"SRR14822147"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_F2_P3"
"SRR14822150"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_F5_P3"
"SRR14822151"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_F6_P3"
"SRR14822153"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_F8_P3"
"SRR14822155"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_G10_P3"
"SRR14822157"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_G12_P3"
"SRR14822159"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_G2_P3"
"SRR14822162"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_G5_P3"
"SRR14822164"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_G7_P3"
"SRR14822165"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_G8_P3"
"SRR14822168"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_H2_P3"
"SRR14822170"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_H4_P3"
"SRR14822171"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7204_PRI_24_H5_P3"
"SRR14822173"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_A10_P1"
"SRR14823742"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_D11_P1"
"SRR14823744"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_D1_P1"
"SRR14823747"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_D4_P1"
"SRR14823748"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_D5_P1"
"SRR14823750"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_D7_P1"
"SRR14823752"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_D9_P1"
"SRR14823754"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_E11_P1"
"SRR14823756"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_E1_P1"
"SRR14823758"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_E3_P1"
"SRR14823760"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_E5_P1"
"SRR14823763"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_E8_P1"
"SRR14823764"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_E9_P1"
"SRR14823765"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_F10_P1"
"SRR14823767"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_F12_P1"
"SRR14823769"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_F2_P1"
"SRR14823772"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_F5_P1"
"SRR14823774"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_F7_P1"
"SRR14823778"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_NLN_41_G10_P1"
"SRR14824453"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B11_P1"
"SRR14824455"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B12_P1"
"SRR14824457"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B1_P1"
"SRR14824460"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B2_P2"
"SRR14824463"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B4_P1"
"SRR14824466"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B5_P1"
"SRR14824467"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B5_P2"
"SRR14824469"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B6_P2"
"SRR14824470"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B7_P1"
"SRR14824472"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B8_P1"
"SRR14824475"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_B9_P2"
"SRR14824478"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_C12_P1"
"SRR14824479"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_C1_P1"
"SRR14824481"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_C3_P1"
"SRR14824486"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_C8_P1"
"SRR14824489"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_D11_P1"
"SRR14824490"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_D12_P1"
"SRR14824491"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_D1_P1"
"SRR14824494"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_D4_P1"
"SRR14824495"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_D5_P1"
"SRR14824497"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_D7_P1"
"SRR14824498"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_D8_P1"
"SRR14824500"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7329_TUM_47_G7_P1"
"SRR14822175"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_A12_P1"
"SRR14822177"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_A2_P1"
"SRR14822178"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_A3_P1"
"SRR14822180"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_A5_P1"
"SRR14822182"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_A7_P1"
"SRR14822184"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_A9_P1"
"SRR14822187"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_B12_P1"
"SRR14822190"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_B3_P1"
"SRR14822193"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_B6_P1"
"SRR14822194"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_B7_P1"
"SRR14822196"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_B9_P1"
"SRR14822198"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_C11_P1"
"SRR14822201"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_C2_P1"
"SRR14822203"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_C4_P1"
"SRR14822205"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_C6_P1"
"SRR14822206"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_C7_P1"
"SRR14822208"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_C9_P1"
"SRR14822210"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_D11_P1"
"SRR14822213"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_D1_P1"
"SRR14822214"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_D2_P1"
"SRR14822216"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_D4_P1"
"SRR14822219"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_D7_P1"
"SRR14822222"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_E10_P1"
"SRR14822223"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_E11_P1"
"SRR14822225"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_E1_P1"
"SRR14822227"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_E3_P1"
"SRR14822229"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_E5_P1"
"SRR14822231"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_E7_P1"
"SRR14822233"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_E9_P1"
"SRR14822234"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_F10_P1"
"SRR14822236"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_F12_P1"
"SRR14822237"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_F1_P1"
"SRR14822240"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7205_PRI_19_F4_P1"
