accession	description
"SRR10784694"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363955"
"SRR10784695"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363956"
"SRR10784696"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363957"
"SRR10784697"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363958"
"SRR10784698"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363959"
"SRR10784699"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363960"
"SRR10784700"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363961"
"SRR10784701"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363962"
"SRR10784702"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363963"
"SRR10784703"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363964"
"SRR10784704"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363965"
"SRR10784705"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363966"
"SRR10784706"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363967"
"SRR10784707"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363968"
"SRR10784708"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363969"
"SRR10784709"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363970"
"SRR10784710"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363971"
"SRR10784711"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363972"
"SRR10784712"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363973"
"SRR10784713"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363974"
"SRR10784714"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363975"
"SRR10784715"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363976"
"SRR10784716"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363977"
"SRR10784717"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363978"
"SRR10784718"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363979"
"SRR10784719"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363980"
"SRR10784720"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363981"
"SRR10784721"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13363982"
"SRR10795383"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370896"
"SRR10795384"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370897"
"SRR10795385"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370898"
"SRR10795386"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370899"
"SRR10795387"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370900"
"SRR10795388"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370901"
"SRR10795389"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370902"
"SRR10795390"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370903"
"SRR10795391"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370904"
"SRR10795392"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370905"
"SRR10795393"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370906"
"SRR10795394"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370907"
"SRR10795395"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370908"
"SRR10795396"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370909"
"SRR10795397"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370910"
"SRR10795398"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370911"
"SRR10795399"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370912"
"SRR10795400"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370913"
"SRR10795401"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370914"
"SRR10795402"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370915"
"SRR10795403"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370916"
"SRR10795404"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370917"
"SRR10795405"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370918"
"SRR10795406"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370919"
"SRR10795407"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370920"
"SRR10795408"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370921"
"SRR10795409"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370922"
"SRR10795410"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370923"
"SRR10795411"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370924"
"SRR10795412"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370925"
"SRR10795413"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370926"
"SRR10795414"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370927"
"SRR10795415"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370928"
"SRR10795416"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370929"
"SRR10795417"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370930"
"SRR10795418"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370931"
"SRR10795419"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370932"
"SRR10795420"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370933"
"SRR10795421"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370934"
"SRR10795422"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370935"
"SRR10795423"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370936"
"SRR10795424"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370937"
"SRR10795425"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370938"
"SRR10795426"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370939"
"SRR10795427"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370940"
"SRR10795428"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370941"
"SRR10795429"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370942"
"SRR10795430"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370943"
"SRR10795431"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370944"
"SRR10795432"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370945"
"SRR10795433"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370946"
"SRR10795434"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370947"
"SRR10795435"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370948"
"SRR10795436"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370949"
"SRR10795437"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370950"
"SRR10795438"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370951"
"SRR10795439"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370952"
"SRR10795440"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370953"
"SRR10795441"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370954"
"SRR10795442"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370955"
"SRR10795443"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370956"
"SRR10795444"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370957"
"SRR10795445"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370958"
"SRR10795446"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370959"
"SRR10791077"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374034"
"SRR10791078"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374035"
"SRR10791079"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374036"
"SRR10791080"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374037"
"SRR10791081"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374038"
"SRR10791082"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374039"
"SRR10791083"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374040"
"SRR10791084"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374041"
"SRR10791085"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374042"
"SRR10791086"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374043"
"SRR10791087"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374044"
"SRR10791088"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374045"
"SRR10791089"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374046"
"SRR10791090"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374047"
"SRR10791091"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374048"
"SRR10791092"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374049"
"SRR10791093"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374050"
"SRR10791094"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374051"
"SRR10791095"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374052"
"SRR10791096"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374053"
"SRR10791097"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374054"
"SRR10791098"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374055"
"SRR10791099"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374056"
"SRR10791100"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374057"
"SRR10797225"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374058"
"SRR10797226"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374059"
"SRR10797227"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374060"
"SRR10797228"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374061"
"SRR10797229"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374062"
"SRR10797230"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374063"
"SRR10797231"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374064"
"SRR10797232"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374065"
"SRR10797233"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374066"
"SRR10797234"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374067"
"SRR10797235"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374068"
"SRR10797236"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374069"
"SRR10797237"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374070"
"SRR10797238"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374071"
"SRR10797239"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374072"
"SRR10797240"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374073"
"SRR10797241"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374074"
"SRR10797242"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374075"
"SRR10797243"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374076"
"SRR10797244"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374077"
"SRR10797245"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374078"
"SRR10797246"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374079"
"SRR10797247"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374080"
"SRR10797248"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374081"
"SRR10797249"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374082"
"SRR10797250"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374083"
"SRR10797251"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374084"
"SRR10797252"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374085"
"SRR10797253"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374086"
"SRR10797254"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374087"
"SRR10797255"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374088"
"SRR10797256"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374089"
"SRR10797257"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374090"
"SRR10797258"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374091"
"SRR10797259"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374092"
"SRR10797260"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374093"
"SRR10797261"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374094"
"SRR10797262"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374095"
"SRR10797263"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374096"
"SRR10797264"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13374097"
"SRR10778822"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356945"
"SRR10778823"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356946"
"SRR10778824"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356947"
"SRR10778825"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356948"
"SRR10778826"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356949"
"SRR10778827"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356950"
"SRR10778828"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356951"
"SRR10778829"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356952"
"SRR10778830"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356953"
"SRR10778831"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356954"
"SRR10778832"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356955"
"SRR10778833"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356956"
"SRR10778834"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356957"
"SRR10778835"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356958"
"SRR10778836"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356959"
"SRR10778837"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356960"
"SRR10778838"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356961"
"SRR10778839"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356962"
"SRR10778840"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356963"
"SRR10778841"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356964"
"SRR10778842"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356965"
"SRR10778843"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356966"
"SRR10778844"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356967"
"SRR10778845"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356968"
"SRR10778846"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356969"
"SRR10778847"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356970"
"SRR10778848"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356971"
"SRR10778849"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356972"
"SRR10778850"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356973"
"SRR10778851"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356974"
"SRR10778852"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356975"
"SRR10778853"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356976"
"SRR10778854"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356977"
"SRR10778855"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356978"
"SRR10778856"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356979"
"SRR10778857"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356980"
"SRR10778858"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356981"
"SRR10778859"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356982"
"SRR10778860"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356983"
"SRR10778861"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356984"
"SRR10778862"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356985"
"SRR10778863"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356986"
"SRR10778864"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356987"
"SRR10778865"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356988"
"SRR10778866"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356989"
"SRR10778867"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356990"
"SRR10778868"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356991"
"SRR10778869"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356992"
"SRR10778870"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356993"
"SRR10778871"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356994"
"SRR10778872"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356995"
"SRR10778873"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356996"
"SRR10778874"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356997"
"SRR10778875"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356998"
"SRR10778876"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356999"
"SRR10778877"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357000"
"SRR10778878"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357001"
"SRR10778879"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357002"
"SRR10778880"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357003"
"SRR10778881"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357004"
"SRR10778882"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357005"
"SRR10778883"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357006"
"SRR10778884"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357007"
"SRR10778885"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357008"
"SRR10780801"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359183"
"SRR10780802"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359184"
"SRR10780803"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359185"
"SRR10780804"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359186"
"SRR10780805"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359187"
"SRR10780806"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359188"
"SRR10780807"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359189"
"SRR10780808"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359190"
"SRR10780809"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359191"
"SRR10780810"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359192"
"SRR10780811"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359193"
"SRR10780812"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359194"
"SRR10780813"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359195"
"SRR10780814"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359196"
"SRR10780815"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359197"
"SRR10780816"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359198"
