accession	description
"SRR10781605"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360075"
"SRR10781606"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360076"
"SRR10781608"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360078"
"SRR10783650"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362383"
"SRR10783651"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362384"
"SRR10783652"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362385"
"SRR10783653"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362386"
"SRR10783654"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362387"
"SRR10783658"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362391"
"SRR10783659"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362392"
"SRR10783662"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362395"
"SRR10783663"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362396"
"SRR10783664"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362397"
"SRR10783668"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362401"
"SRR10783675"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362408"
"SRR10783676"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362409"
"SRR10783677"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362410"
"SRR10783678"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362411"
"SRR10783679"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362412"
"SRR10783680"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362413"
"SRR10783688"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362421"
"SRR10783689"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362422"
"SRR10783690"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362423"
"SRR10783691"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362424"
"SRR10783692"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362425"
"SRR10783693"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362426"
"SRR10783694"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362427"
"SRR10783695"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362428"
"SRR10783696"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362429"
"SRR10783697"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362430"
"SRR10783700"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362433"
"SRR10783701"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362434"
"SRR10783702"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362435"
"SRR10783703"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362436"
"SRR10783704"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362437"
"SRR10783709"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362442"
"SRR10783710"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362443"
"SRR10794407"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375281"
"SRR10794409"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375283"
"SRR10794411"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375285"
"SRR10794413"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375287"
"SRR10794428"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375302"
"SRR10794429"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375303"
"SRR10794438"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375312"
"SRR10777751"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356345"
"SRR10777753"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356347"
"SRR10777755"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356349"
"SRR10777757"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356351"
"SRR10777759"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356353"
"SRR10777761"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356355"
"SRR10777763"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356357"
"SRR10777765"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356359"
"SRR10777767"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356361"
"SRR10777769"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356363"
"SRR10777771"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356365"
"SRR10777773"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356367"
"SRR10777774"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356368"
"SRR10777775"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356369"
"SRR10777776"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356370"
"SRR10777777"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356371"
"SRR10777779"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356373"
"SRR10777781"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356375"
"SRR10777783"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356377"
"SRR10777784"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356378"
"SRR10777785"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356379"
"SRR10777786"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356380"
"SRR10777788"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356382"
"SRR10777790"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356384"
"SRR10777792"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356386"
"SRR10777798"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356392"
"SRR10777800"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356394"
"SRR10777805"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356399"
"SRR10777807"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356401"
"SRR10777810"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356404"
"SRR10777812"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356406"
"SRR10777814"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356408"
"SRR10779657"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357778"
"SRR10779659"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357780"
"SRR10779661"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357782"
"SRR10779663"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357784"
"SRR10779665"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357786"
"SRR10779667"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357788"
"SRR10779669"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357790"
"SRR10779671"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357792"
"SRR10779673"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357794"
"SRR10779675"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357796"
"SRR10779677"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357798"
"SRR10779678"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357799"
"SRR10779679"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357800"
"SRR10779680"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357801"
"SRR10779681"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357802"
"SRR10779682"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357803"
"SRR10779683"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357804"
"SRR10791512"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357805"
"SRR10791514"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357807"
"SRR10791515"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357808"
"SRR10791516"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357809"
"SRR10791517"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357810"
"SRR10791518"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357811"
"SRR10791519"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357812"
"SRR10791520"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357813"
"SRR10791522"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357815"
"SRR10791523"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357816"
"SRR10791524"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357817"
"SRR10791525"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357818"
"SRR10791526"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357819"
"SRR10791531"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357824"
"SRR10791533"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357826"
"SRR10791535"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357828"
"SRR10791537"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357830"
"SRR10791539"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357832"
"SRR10791544"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357837"
"SRR10791546"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357839"
"SRR10781609"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360079"
"SRR10781611"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360081"
"SRR10781612"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360082"
"SRR10781613"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360083"
"SRR10781614"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360084"
"SRR10781616"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360086"
"SRR10781618"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360088"
"SRR10781620"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360090"
"SRR10781621"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360091"
"SRR10781622"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360092"
"SRR10781623"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360093"
"SRR10781624"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360094"
"SRR10781629"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360099"
"SRR10781631"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360101"
"SRR10781633"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360103"
"SRR10781638"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360108"
"SRR10781640"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360110"
"SRR10781641"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360111"
"SRR10781649"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360119"
"SRR10781651"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360121"
"SRR10781652"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360122"
"SRR10781653"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360123"
"SRR10781654"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360124"
"SRR10781656"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360126"
"SRR10781658"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360128"
"SRR10781660"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360130"
"SRR10781661"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360131"
"SRR10781662"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360132"
"SRR10781663"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360133"
"SRR10781664"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360134"
"SRR10781665"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13360135"
"SRR10795740"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356444"
"SRR10795747"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356451"
"SRR10795748"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356452"
"SRR10795749"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356453"
"SRR10795750"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356454"
"SRR10795751"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356455"
"SRR10795752"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356456"
"SRR10795753"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356457"
"SRR10795754"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356458"
"SRR10795755"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356459"
"SRR10795756"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356460"
"SRR10795758"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356462"
"SRR10795759"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356463"
"SRR10795760"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356464"
"SRR10795761"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356465"
"SRR10795764"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356468"
"SRR10795765"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356469"
"SRR10795766"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356470"
"SRR10795768"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356472"
"SRR10791549"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357842"
"SRR10791552"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357845"
"SRR10791553"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357846"
"SRR10791556"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357849"
"SRR10791557"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357850"
"SRR10791559"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357852"
"SRR10791560"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357853"
"SRR10791561"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357854"
"SRR10791562"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357855"
"SRR10791565"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357858"
"SRR10791566"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357859"
"SRR10791567"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357860"
"SRR10791568"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357861"
"SRR10791569"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357862"
"SRR10791574"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357867"
"SRR10791575"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357868"
"SRR10791577"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357870"
"SRR10777889"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356571"
"SRR10777890"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356572"
"SRR10777891"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356573"
"SRR10777892"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356574"
"SRR10777895"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356577"
"SRR10777898"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356580"
"SRR10777904"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356586"
"SRR10777905"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356587"
"SRR10777906"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356588"
"SRR10777907"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356589"
"SRR10777908"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356590"
"SRR10777911"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356593"
"SRR10777913"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356595"
"SRR10777915"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356597"
"SRR10777918"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356600"
"SRR10779766"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13357975"
"SRR10783904"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362813"
"SRR10783907"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362816"
"SRR10783909"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362818"
"SRR10783910"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362819"
"SRR10783911"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362820"
"SRR10783912"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362821"
"SRR10783913"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362822"
"SRR10783914"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362823"
"SRR10783915"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362824"
"SRR10783916"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13362825"
"SRR10785216"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365266"
"SRR10785218"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365268"
"SRR10785219"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365269"
"SRR10785220"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365270"
"SRR10785222"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365272"
"SRR10785223"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365273"
"SRR10785229"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365279"
"SRR10785230"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365280"
"SRR10785231"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365281"
"SRR10785232"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365282"
"SRR10785233"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365283"
"SRR10785234"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365284"
"SRR10785237"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365287"
"SRR10785239"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365289"
"SRR10785243"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365293"
"SRR10794519"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375744"
"SRR10794520"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375745"
"SRR10794521"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375746"
"SRR10794522"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375747"
"SRR10794531"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375756"
"SRR10794532"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375757"
"SRR10794533"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375758"
"SRR10794534"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375759"
"SRR10794535"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375760"
"SRR10778048"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356730"
"SRR10778049"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356731"
"SRR10778050"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356732"
"SRR10778054"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356736"
"SRR10778055"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356737"
"SRR10778058"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356740"
"SRR10778059"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356741"
"SRR10778060"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356742"
"SRR10778069"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356751"
"SRR10778070"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356752"
"SRR10778071"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356753"
"SRR10778072"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356754"
"SRR10778073"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356755"
"SRR10786965"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367279"
"SRR10786966"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367280"
"SRR10786967"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367281"
"SRR10786968"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367282"
"SRR10786969"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367283"
"SRR10786970"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367284"
"SRR10786971"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367285"
"SRR10786972"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367286"
"SRR10786973"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367287"
"SRR10787043"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367357"
"SRR10787048"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367362"
"SRR10787050"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367364"
"SRR10787053"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367367"
"SRR10787055"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367369"
"SRR10787058"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367372"
"SRR10787060"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367374"
"SRR10788590"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369873"
"SRR10788593"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369876"
"SRR10788595"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369878"
"SRR10788596"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369879"
"SRR10788597"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369880"
"SRR10788599"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369882"
"SRR10788603"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369886"
"SRR10788605"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369888"
"SRR10788606"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369889"
"SRR10788607"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369890"
"SRR10788609"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369892"
"SRR10788611"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369894"
"SRR10788612"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369895"
"SRR10788616"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369899"
"SRR10788618"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369901"
"SRR10788620"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369903"
"SRR10788625"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369908"
"SRR10788627"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369910"
"SRR10788628"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369911"
"SRR10788629"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369912"
"SRR10788634"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369917"
"SRR10788635"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369918"
"SRR10788637"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369920"
"SRR10788639"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369922"
"SRR10788641"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369924"
"SRR10788642"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369925"
"SRR10793447"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369927"
"SRR10793449"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369929"
"SRR10793450"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369930"
"SRR10793451"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369931"
"SRR10793452"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369932"
"SRR10793454"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369934"
